user_id,username,email,role,joined_at,karma_posts,karma_comments,num_posts,num_comments,communities_followed
U00609,yfaulkner661,yfaulkner661@gmail.com,user,2024-06-11,3560,2059,85,315,"C012,C027,C190,C014,C138,C046,C041,C008"
U00610,nicholas65497,nicholas65497@gmail.com,user,2024-02-25,1927,3643,151,296,"C108,C051,C192,C174,C084,C059"
U00611,brittanygardner798,brittanygardner798@hotmail.com,user,2024-06-25,803,1942,188,211,"C097,C057,C019,C121"
U00612,bentonsteven600,bentonsteven600@hotmail.com,user,2024-12-04,1187,1770,156,232,"C100,C096,C035"
U00613,samuelcarter469,samuelcarter469@hotmail.com,user,2025-05-05,2937,2209,51,171,"C009,C178,C146"
U00614,fuenteslaura62,fuenteslaura62@yahoo.com,user,2024-03-27,3813,3756,107,87,"C057,C076,C155,C041,C164,C157"
U00615,ttaylor928,ttaylor928@gmail.com,user,2025-03-05,1881,708,105,438,"C126,C056,C152,C122,C119,C072,C004,C187,C110"
U00616,donna66754,donna66754@gmail.com,user,2024-07-11,2681,3557,148,113,"C039,C147,C002,C107,C012,C011,C121,C188,C197,C130"
U00617,eewing35,eewing35@hotmail.com,user,2024-11-02,3926,802,115,253,"C022,C143,C193,C004"
U00618,sferguson710,sferguson710@yahoo.com,user,2024-06-18,1087,2936,75,122,"C005,C123"
U00619,gibbsmichael686,gibbsmichael686@hotmail.com,user,2025-06-30,3762,4672,191,298,C117
U00620,rodriguezjohn475,rodriguezjohn475@hotmail.com,user,2025-06-30,3320,1515,94,320,"C181,C163,C001,C161,C019,C099,C177,C086"
U00621,gabriel90544,gabriel90544@hotmail.com,user,2024-11-26,2210,4443,147,406,"C176,C021,C159,C086"
U00622,vrasmussen754,vrasmussen754@yahoo.com,mod,2025-02-03,2981,422,28,196,"C120,C159,C011,C094,C045,C166"
U00623,smithjonathan573,smithjonathan573@hotmail.com,user,2025-03-11,1677,1133,85,122,"C030,C167,C123,C189,C193,C149,C180,C054,C191"
U00624,seanmyers780,seanmyers780@hotmail.com,user,2024-09-30,2190,4125,174,216,"C014,C017,C096,C089,C116"
U00625,michaeljohnson498,michaeljohnson498@gmail.com,user,2025-10-06,1005,3851,181,272,"C075,C116,C159,C095,C173,C178,C017,C049,C118"
U00626,robert1190,robert1190@hotmail.com,user,2024-05-18,2362,630,27,84,"C029,C179,C038,C128,C039"
U00627,michaelcooper896,michaelcooper896@gmail.com,user,2025-05-02,185,2401,106,496,"C034,C122,C089,C108,C114,C189,C166,C006,C075"
U00628,gbailey194,gbailey194@yahoo.com,user,2025-09-14,1903,4256,165,171,"C149,C088,C168,C166,C084,C125,C152"
U00629,tflores682,tflores682@gmail.com,user,2025-10-15,4493,3647,117,155,"C034,C079,C044,C067,C059,C124,C096,C074,C198,C013"
U00630,johnsonmatthew152,johnsonmatthew152@gmail.com,user,2024-12-20,1362,1317,182,274,"C047,C045,C182,C178,C171"
U00631,sarahyang814,sarahyang814@hotmail.com,user,2024-07-03,957,337,81,294,"C113,C067,C095"
U00632,andrearivera189,andrearivera189@yahoo.com,user,2025-07-03,284,2596,88,75,"C115,C139,C042,C137,C078,C032"
U00633,zhall943,zhall943@hotmail.com,user,2025-01-22,1190,3752,81,79,C190
U00634,jacobsandoval560,jacobsandoval560@yahoo.com,mod,2024-09-14,2421,3882,74,496,"C171,C038,C145,C187,C114,C087,C177,C029,C188,C123"
U00635,mclaughlinnicole922,mclaughlinnicole922@yahoo.com,user,2025-06-10,4513,957,78,12,"C159,C057,C115,C092,C024,C084,C015"
U00636,tprice623,tprice623@gmail.com,user,2025-03-29,4312,1819,200,479,"C051,C006,C022,C138,C115"
U00637,joshuapadilla694,joshuapadilla694@gmail.com,user,2024-03-08,4192,3231,49,251,"C155,C131,C015,C171,C093,C102"
U00638,lloydamanda152,lloydamanda152@yahoo.com,user,2024-11-28,3028,3163,95,6,"C089,C090,C079,C115,C144"
U00639,james1490,james1490@hotmail.com,user,2024-12-11,3404,3624,73,83,"C187,C107,C036,C151,C154,C023,C037"
U00640,orose213,orose213@yahoo.com,user,2025-02-12,2747,541,151,387,"C023,C002,C105,C164,C070,C107,C045"
U00641,lcarr570,lcarr570@gmail.com,user,2025-03-17,1121,1632,47,426,"C075,C142,C126,C011,C078,C150,C127"
U00642,michael79573,michael79573@gmail.com,user,2024-06-23,219,20,39,134,"C164,C163,C121,C032,C168"
U00643,samantha91682,samantha91682@hotmail.com,user,2024-11-20,1469,4029,176,330,"C008,C031,C196,C071"
U00644,lawrenceallen505,lawrenceallen505@gmail.com,admin,2024-02-21,4906,2963,148,246,"C112,C067,C161,C176,C122,C178,C031,C096,C132,C188"
U00645,nathanielthomas590,nathanielthomas590@yahoo.com,user,2024-07-20,1334,4764,14,74,"C119,C178,C035,C092,C042,C014"
U00646,kcarlson280,kcarlson280@yahoo.com,user,2025-05-09,2916,399,74,149,"C164,C020,C132,C050,C197,C161,C047,C196,C025"
U00647,olopez614,olopez614@hotmail.com,user,2025-02-26,2642,2590,175,409,"C070,C176,C179,C177,C093"
U00648,angelaburns99,angelaburns99@gmail.com,user,2024-09-30,1177,105,35,265,"C096,C200,C125,C106,C088"
U00649,leonardhayes944,leonardhayes944@gmail.com,user,2024-03-20,1784,1266,128,113,"C144,C158,C177,C135"
U00650,stephanie72867,stephanie72867@gmail.com,user,2025-03-04,933,3418,117,469,"C030,C034"
U00651,gmaynard946,gmaynard946@hotmail.com,user,2024-09-27,2552,2970,35,418,"C153,C134,C196,C088,C045,C182,C078,C008"
U00652,fortiz763,fortiz763@yahoo.com,user,2024-06-21,1054,1166,176,116,"C033,C054,C034,C021,C109"
U00653,fburns708,fburns708@hotmail.com,user,2024-03-27,636,154,198,247,"C011,C051,C028,C009,C169,C132,C152"
U00654,flynnjeffrey61,flynnjeffrey61@gmail.com,user,2024-07-15,354,542,77,341,C194
U00655,jeffrey4299,jeffrey4299@yahoo.com,user,2025-04-12,1682,4813,51,94,"C008,C024,C038,C192,C072,C149"
U00656,hdunn357,hdunn357@hotmail.com,user,2025-10-26,4101,1981,129,291,"C026,C149"
U00657,adamsamy782,adamsamy782@yahoo.com,user,2024-06-17,1569,2308,43,461,"C002,C186,C026,C055,C130,C182,C122,C094,C179"
U00658,wolfscott604,wolfscott604@gmail.com,user,2025-06-07,879,1481,90,194,"C055,C132,C059,C105,C029,C195,C081"
U00659,pgarcia127,pgarcia127@gmail.com,user,2025-02-07,1113,4061,195,184,"C143,C185,C011,C022,C084"
U00660,nancy07506,nancy07506@yahoo.com,user,2024-08-08,3743,4918,188,159,"C058,C142,C105,C075,C110,C049,C018,C122"
U00661,michelle17962,michelle17962@gmail.com,user,2024-05-19,104,4027,172,53,"C113,C134,C169,C174,C022,C031,C037"
U00662,jasonrojas405,jasonrojas405@hotmail.com,user,2025-04-03,833,1382,16,186,"C087,C052,C153,C104"
U00663,michelle96126,michelle96126@gmail.com,user,2024-11-25,4088,2281,195,365,"C152,C070,C194,C165,C103,C092,C122,C171,C155,C104"
U00664,kristenli497,kristenli497@gmail.com,user,2024-04-24,3724,885,31,128,"C128,C060,C161,C035,C008,C026,C189,C014"
U00665,amanda98851,amanda98851@gmail.com,user,2025-06-10,219,1467,97,309,"C040,C078,C160,C025,C195,C020"
U00666,tiffany44677,tiffany44677@hotmail.com,user,2025-08-19,4032,3817,51,150,"C126,C130,C067,C139,C088,C140,C005,C196"
U00667,stephanie8133,stephanie8133@gmail.com,admin,2024-04-02,3142,3687,80,436,"C114,C118,C010,C009,C046,C143,C169"
U00668,rsellers882,rsellers882@hotmail.com,user,2025-07-02,1344,4026,110,68,"C184,C100,C125,C196,C029"
U00669,jacquelineanderson583,jacquelineanderson583@gmail.com,user,2025-05-27,4536,4418,146,240,"C144,C041,C130,C015,C101,C068,C127,C152"
U00670,maria67995,maria67995@gmail.com,user,2025-06-09,2889,2330,82,31,C152
U00671,courtney6747,courtney6747@gmail.com,user,2024-10-11,2857,4783,6,391,"C098,C025,C110,C089,C092,C106"
U00672,powellkara360,powellkara360@hotmail.com,user,2024-07-08,2028,1922,165,159,"C022,C177,C017,C079,C030,C087,C044,C006,C138,C084"
U00673,shawn7539,shawn7539@hotmail.com,user,2025-11-01,3460,4653,131,461,"C069,C006,C179,C121,C151,C082,C097"
U00674,meltonmelanie585,meltonmelanie585@gmail.com,user,2025-03-20,800,4000,25,353,"C087,C128,C129,C196"
U00675,sreid684,sreid684@yahoo.com,user,2025-04-22,2453,2976,111,103,"C163,C020,C138,C055,C074,C068,C013,C077"
U00676,flynnraymond588,flynnraymond588@yahoo.com,user,2024-06-24,753,4736,24,303,"C070,C018,C146,C136,C122,C110"
U00677,troymorris215,troymorris215@yahoo.com,user,2024-02-29,2472,4134,76,221,"C081,C052,C107,C103,C065,C160,C132,C117,C172"
U00678,amy29782,amy29782@yahoo.com,user,2024-01-15,4228,1528,147,255,"C170,C191,C120,C069"
U00679,patricia00960,patricia00960@gmail.com,user,2025-09-20,3553,4637,186,320,C134
U00680,ksmith206,ksmith206@yahoo.com,user,2024-04-24,1969,1232,191,350,"C112,C106,C082,C017,C163"
U00681,bsmith209,bsmith209@gmail.com,user,2024-07-26,2351,1315,65,351,"C061,C104,C062,C030,C039,C050,C008,C063,C080,C119"
U00682,nicoleturner498,nicoleturner498@yahoo.com,user,2024-12-04,3457,303,51,81,"C035,C008,C067,C072,C169"
U00683,penajohn564,penajohn564@yahoo.com,user,2025-10-24,345,3980,200,10,C022
U00684,brettgarrett322,brettgarrett322@hotmail.com,user,2024-02-19,3334,2977,171,336,"C102,C186"
U00685,rubendavis863,rubendavis863@gmail.com,user,2024-03-27,4677,4098,30,267,"C199,C135,C065,C128,C024,C061,C154,C032,C198,C081"
U00686,lewischristian338,lewischristian338@hotmail.com,user,2025-07-26,3194,1932,108,111,"C028,C045,C055"
U00687,aprilwallace994,aprilwallace994@gmail.com,user,2024-11-13,2083,4829,14,251,"C096,C180,C029,C082,C140,C109,C122,C175,C064"
U00688,lisa62987,lisa62987@yahoo.com,user,2025-09-01,1187,2973,121,366,"C079,C006,C166,C156,C009,C190"
U00689,perezchristopher679,perezchristopher679@gmail.com,user,2024-02-12,1963,2072,141,196,"C164,C180,C093,C176,C032"
U00690,edwardsnicole548,edwardsnicole548@gmail.com,user,2025-10-28,3624,3182,2,465,"C066,C078,C024,C194,C061,C077,C054"
U00691,wayala881,wayala881@gmail.com,user,2024-12-06,2598,3328,8,140,"C200,C126"
U00692,caseyelliott483,caseyelliott483@hotmail.com,user,2025-10-15,2725,3460,25,422,"C179,C067,C130"
U00693,scottbowen68,scottbowen68@hotmail.com,user,2025-04-12,4486,2676,116,355,C196
U00694,samanthajensen54,samanthajensen54@yahoo.com,user,2024-05-22,3632,1114,0,205,"C161,C079,C081,C148"
U00695,christophergarcia85,christophergarcia85@gmail.com,user,2024-07-12,4230,1065,152,351,"C082,C116,C123,C189,C035,C067,C045"
U00696,bbell704,bbell704@yahoo.com,user,2024-09-11,2308,1627,21,212,"C047,C101,C097,C147,C058,C006"
U00697,johnnewman971,johnnewman971@gmail.com,user,2025-03-09,1873,728,118,101,"C180,C044,C013,C103,C159"
U00698,kimberly04440,kimberly04440@gmail.com,user,2024-04-25,729,3014,43,484,"C031,C004,C184,C135,C112,C198,C117,C173,C127,C058"
U00699,juliephillips731,juliephillips731@gmail.com,user,2025-10-31,2180,2358,191,253,"C034,C111,C053,C154,C056,C073,C187"
U00700,troyrodriguez694,troyrodriguez694@yahoo.com,user,2024-05-20,3346,1195,7,148,"C061,C159,C116,C064,C095"
U00701,ricetiffany597,ricetiffany597@yahoo.com,user,2024-12-21,702,84,120,68,"C178,C102,C176,C055,C183,C099"
U00702,david96726,david96726@yahoo.com,user,2025-04-08,2099,598,24,285,C014
U00703,kathrynbest341,kathrynbest341@gmail.com,mod,2024-12-31,2902,4967,171,495,"C182,C192,C012,C002,C065,C130,C159,C098,C078,C102"
U00704,matthewsalexander688,matthewsalexander688@gmail.com,user,2025-03-10,336,4755,45,133,"C129,C127,C087"
U00705,livingstonstacy899,livingstonstacy899@yahoo.com,user,2024-03-10,2599,4345,110,72,"C030,C081,C012,C033,C128"
U00706,courtney86893,courtney86893@yahoo.com,mod,2024-08-06,2953,3523,72,462,"C157,C195,C068,C133,C081"
U00707,imiller447,imiller447@hotmail.com,user,2024-09-02,4024,1239,142,436,"C014,C049,C039,C059,C047,C010,C121,C067"
U00708,joshuacollins168,joshuacollins168@hotmail.com,user,2024-12-04,950,4054,10,226,"C182,C144,C125,C118,C127,C029"
U00709,terrimoore867,terrimoore867@yahoo.com,user,2024-04-24,1012,2863,23,104,"C047,C044,C192,C131,C070"
U00710,wwillis577,wwillis577@hotmail.com,user,2025-03-30,1739,4780,1,269,"C047,C107,C020,C064,C197,C128,C174,C025,C085,C007"
U00711,collinssamuel292,collinssamuel292@gmail.com,user,2025-06-12,999,3229,95,302,"C083,C040"
U00712,sanchezsandy30,sanchezsandy30@gmail.com,user,2025-10-07,3930,3719,160,489,"C153,C169,C002,C085,C012"
U00713,dsalazar672,dsalazar672@yahoo.com,user,2024-12-17,2661,4662,33,108,C165
U00714,davidzimmerman290,davidzimmerman290@hotmail.com,user,2024-02-13,579,4482,154,195,"C103,C066"
U00715,martinstephanie183,martinstephanie183@hotmail.com,user,2025-08-21,3267,730,5,436,"C042,C100,C200,C104"
U00716,gary24292,gary24292@hotmail.com,user,2025-05-23,1262,987,76,251,"C189,C080,C176,C155,C034,C092,C171"
U00717,wiseanthony99,wiseanthony99@yahoo.com,user,2025-02-02,1637,4010,114,453,"C122,C069,C145,C154,C109,C024,C194"
U00718,alexandria49433,alexandria49433@hotmail.com,user,2025-04-21,1526,3556,161,218,"C011,C132"
U00719,crawfordwilliam350,crawfordwilliam350@gmail.com,mod,2025-06-09,1836,1270,126,269,"C022,C075,C120,C112,C021,C123,C077,C039,C033"
U00720,kvillarreal701,kvillarreal701@yahoo.com,user,2025-10-15,2036,4285,109,151,"C013,C142,C020,C012,C132,C028,C131,C109,C106,C025"
U00721,jonathangarcia476,jonathangarcia476@hotmail.com,user,2025-03-17,2075,2911,65,299,"C197,C129"
U00722,perezwilliam17,perezwilliam17@gmail.com,user,2025-05-28,3791,1470,46,431,"C012,C022,C107,C181,C077,C081,C151"
U00723,sanchezthomas742,sanchezthomas742@yahoo.com,user,2025-06-04,3685,2171,87,494,"C055,C048,C021"
U00724,haroldhorne765,haroldhorne765@gmail.com,admin,2024-07-20,871,3553,136,9,C102
U00725,pwalker120,pwalker120@yahoo.com,user,2025-05-24,3908,3769,177,207,"C186,C125,C078,C159,C158,C093,C177,C173,C102,C023"
U00726,joseph19129,joseph19129@yahoo.com,user,2024-05-28,916,130,178,496,"C007,C054,C124,C167"
U00727,shawrachel149,shawrachel149@gmail.com,user,2024-12-04,4412,1563,22,154,"C038,C122,C109,C006,C030,C043,C040,C190"
U00728,lindajarvis720,lindajarvis720@yahoo.com,user,2025-01-11,3862,160,115,299,"C052,C076,C146,C101"
U00729,wileymichelle53,wileymichelle53@yahoo.com,user,2024-03-20,3537,3405,126,377,"C153,C188,C142,C075,C010,C125,C103,C132,C152,C186"
U00730,christopher70627,christopher70627@yahoo.com,mod,2025-09-26,3996,1899,182,31,"C005,C109,C148,C081,C142,C017,C069,C166,C107"
U00731,kellymueller911,kellymueller911@hotmail.com,user,2025-01-19,2840,3672,178,223,C042
U00732,stevenvargas295,stevenvargas295@yahoo.com,user,2024-12-30,2816,3589,59,259,"C151,C176,C087,C155"
U00733,jessicapayne874,jessicapayne874@gmail.com,user,2025-05-25,3837,1074,75,370,"C107,C173,C168,C189,C093,C121,C042"
U00734,adamortiz637,adamortiz637@gmail.com,user,2025-06-20,706,3955,33,88,"C041,C156,C126,C026"
U00735,cynthia05813,cynthia05813@gmail.com,user,2025-01-18,2487,1922,53,285,C005
U00736,usweeney368,usweeney368@yahoo.com,user,2024-10-04,1299,1431,128,16,"C087,C111"
U00737,harristonya117,harristonya117@yahoo.com,user,2024-04-03,4603,1835,124,132,"C091,C197,C012,C198,C143,C069"
U00738,jwoodward918,jwoodward918@hotmail.com,user,2025-06-20,4222,4950,171,53,C113
U00739,christopher38819,christopher38819@yahoo.com,user,2025-10-15,908,867,200,312,"C027,C144,C011,C130,C043,C162,C031,C053,C093,C041"
U00740,stephen19746,stephen19746@gmail.com,user,2024-12-08,4144,4082,187,445,"C040,C166"
U00741,danafoster373,danafoster373@hotmail.com,user,2024-04-17,1007,1653,112,496,"C197,C002,C063,C122,C088,C074,C130"
U00742,grahamtamara176,grahamtamara176@gmail.com,user,2024-10-16,3399,2954,161,340,"C039,C193,C136,C108"
U00743,jose56807,jose56807@hotmail.com,user,2025-09-14,3512,3386,104,459,"C133,C175,C093,C008,C114,C038,C198,C003"
U00744,louis43735,louis43735@gmail.com,user,2024-02-24,694,2771,80,205,"C112,C016,C101"
U00745,derekcarrillo778,derekcarrillo778@gmail.com,user,2025-05-13,1236,4706,14,500,"C076,C108,C103,C175,C180,C142,C078,C185,C191"
U00746,danielcole322,danielcole322@yahoo.com,user,2024-01-07,2291,4323,156,471,"C180,C104,C115"
U00747,wmartinez660,wmartinez660@gmail.com,user,2025-02-26,3622,2828,200,332,"C199,C051,C078,C022,C010,C138,C086"
U00748,qparker400,qparker400@gmail.com,user,2025-07-28,1032,4263,138,145,"C024,C131,C142,C080"
U00749,mooregina534,mooregina534@hotmail.com,user,2025-05-08,1310,191,7,455,"C152,C067,C062,C199,C078,C186,C109,C130,C029"
U00750,lewismelissa750,lewismelissa750@gmail.com,user,2024-10-16,2127,4157,90,63,C194
U00751,dawsontanya667,dawsontanya667@yahoo.com,mod,2024-12-14,2440,4689,188,2,"C087,C061,C191,C149,C145,C183,C161,C171"
U00752,byrdjorge547,byrdjorge547@gmail.com,user,2024-06-30,2869,2451,72,341,"C173,C036,C183,C097,C134,C189,C064,C027,C084,C133"
U00753,cranemelissa597,cranemelissa597@hotmail.com,user,2025-08-27,2959,3721,25,75,"C106,C021,C024,C016,C109,C034,C122"
U00754,codygarcia220,codygarcia220@gmail.com,user,2024-10-13,4311,3299,150,286,"C200,C102,C068,C150,C128,C163,C109,C113,C177"
U00755,smithmaria954,smithmaria954@gmail.com,mod,2025-07-22,3415,1334,36,258,"C125,C183,C118"
U00756,jamesmorales133,jamesmorales133@hotmail.com,mod,2025-02-02,4334,967,177,108,"C122,C009,C192,C041,C144,C095,C031,C155"
U00757,aguilarjonathan873,aguilarjonathan873@gmail.com,user,2024-04-03,3027,4683,74,20,"C040,C031,C096,C079,C078,C076,C125,C008,C037"
U00758,osbornjames146,osbornjames146@hotmail.com,user,2024-11-23,398,2499,72,110,"C190,C126,C001"
U00759,flamb126,flamb126@yahoo.com,user,2024-02-22,366,3420,123,293,"C145,C116,C087,C097,C122"
U00760,williamssteven855,williamssteven855@gmail.com,user,2025-04-15,1087,1134,129,325,"C195,C116,C171,C115,C039,C187,C084,C023"
U00761,zunderwood820,zunderwood820@yahoo.com,user,2025-04-29,3355,3172,59,460,"C087,C139,C012,C172,C114,C189,C072"
U00762,reyesronald662,reyesronald662@yahoo.com,user,2024-05-08,203,4685,161,407,"C144,C166,C032,C165,C022"
U00763,rebekahhill198,rebekahhill198@yahoo.com,mod,2025-02-24,4725,433,145,267,"C193,C122,C129,C005"
U00764,austinharvey124,austinharvey124@gmail.com,user,2025-02-17,1472,155,70,402,"C063,C181,C149,C114"
U00765,victor8787,victor8787@gmail.com,user,2025-04-16,2624,3291,150,23,"C006,C088,C112,C047,C107,C007,C136,C082"
U00766,ramirezderrick392,ramirezderrick392@gmail.com,user,2024-03-30,813,4438,43,146,"C047,C066,C197"
U00767,crystalpham92,crystalpham92@gmail.com,user,2024-11-12,1386,482,157,492,"C047,C007,C183,C015,C077,C100"
U00768,wcasey102,wcasey102@yahoo.com,user,2024-11-16,2655,2112,96,482,"C014,C052"
U00769,kcooper246,kcooper246@hotmail.com,user,2025-03-31,1937,4038,130,385,"C099,C030,C069,C016,C082,C119,C142,C105,C017"
U00770,paul20496,paul20496@yahoo.com,user,2025-05-07,1914,152,68,283,"C173,C026,C064,C196,C143,C167,C033,C078,C146,C105"
U00771,anthonycochran457,anthonycochran457@yahoo.com,user,2025-05-08,4099,1666,200,495,"C096,C139,C044"
U00772,stokesthomas801,stokesthomas801@yahoo.com,user,2024-11-25,4547,3700,10,0,"C159,C075,C168,C043,C001,C016,C124,C070"
U00773,terrigarcia613,terrigarcia613@hotmail.com,user,2025-06-12,3114,2878,161,108,"C131,C073,C012,C042,C190,C137,C145,C018,C077,C023"
U00774,josephvelasquez405,josephvelasquez405@hotmail.com,user,2025-10-07,1144,4558,71,449,"C054,C157,C130,C082,C175,C088,C163"
U00775,gallagherstacie268,gallagherstacie268@hotmail.com,mod,2025-07-03,3708,2236,62,339,"C088,C054,C118,C154,C085,C005"
U00776,lkelly936,lkelly936@gmail.com,user,2025-05-17,16,4987,121,2,C173
U00777,brittanydrake178,brittanydrake178@hotmail.com,user,2025-06-24,4005,3217,137,41,"C138,C008"
U00778,robin05914,robin05914@hotmail.com,user,2025-06-05,3646,1011,90,497,"C154,C092,C100,C046,C197,C179,C003"
U00779,annalopez128,annalopez128@yahoo.com,user,2024-05-29,3641,76,56,380,C195
U00780,gregory01288,gregory01288@gmail.com,user,2025-07-04,2931,1568,23,417,"C161,C078,C184,C057,C060,C127,C093,C010,C072,C181"
U00781,carolynsmith724,carolynsmith724@yahoo.com,user,2024-01-06,1606,3244,28,445,"C146,C129,C127,C044,C142"
U00782,riverachristina199,riverachristina199@gmail.com,user,2025-03-15,4939,4629,44,33,"C033,C191,C017,C067,C146,C059,C134,C187,C071,C050"
U00783,jennifer50869,jennifer50869@gmail.com,user,2025-06-22,4365,2071,174,286,"C001,C110,C165,C173,C167,C014,C083,C111"
U00784,brendastark865,brendastark865@gmail.com,admin,2024-07-31,997,4245,119,253,"C133,C195,C012,C185,C058,C013"
U00785,susan56285,susan56285@hotmail.com,user,2025-02-17,3677,2590,1,200,"C086,C021,C147,C007"
U00786,rogersmarcus756,rogersmarcus756@gmail.com,user,2025-06-19,3471,609,63,100,"C085,C080,C017"
U00787,fconner642,fconner642@hotmail.com,user,2024-01-22,3931,3538,6,303,"C065,C064,C028,C122,C062,C088"
U00788,grant89853,grant89853@yahoo.com,user,2024-09-16,4257,1939,18,397,"C159,C113,C196,C025,C161,C115,C149,C032,C022,C016"
U00789,elizabetholsen939,elizabetholsen939@yahoo.com,user,2024-08-31,532,1044,15,470,"C015,C078,C157,C161,C111,C017,C027,C174"
U00790,jessica4258,jessica4258@gmail.com,user,2024-08-17,3124,3290,24,316,"C060,C154,C169,C160,C003,C117,C099"
U00791,rushstacy476,rushstacy476@yahoo.com,user,2025-04-26,829,2782,166,480,C117
U00792,whitelucas530,whitelucas530@hotmail.com,user,2024-05-29,884,841,3,304,"C152,C050"
U00793,daniellegarcia927,daniellegarcia927@yahoo.com,user,2025-05-10,4168,2099,90,215,"C186,C159,C114,C048,C063,C036,C012,C016"
U00794,markmiller131,markmiller131@yahoo.com,user,2024-12-04,4203,2930,79,298,"C199,C038,C121,C080,C155,C088,C075,C095,C003"
U00795,gary15531,gary15531@yahoo.com,user,2025-06-10,1184,469,60,259,"C014,C109,C089,C051,C052,C164,C018,C088,C049"
U00796,bakerjohn684,bakerjohn684@gmail.com,user,2025-06-21,3828,4913,177,169,"C145,C086,C158,C077,C108,C085,C042,C027,C117,C011"
U00797,jonathan10508,jonathan10508@gmail.com,user,2024-01-03,1827,1886,119,319,"C062,C124,C189,C197"
U00798,akim976,akim976@gmail.com,user,2025-09-19,3079,1681,102,94,C093
U00799,ysnyder11,ysnyder11@yahoo.com,user,2024-01-24,4544,943,36,148,"C050,C162,C150,C196,C093,C012,C008,C051"
U00800,egarcia203,egarcia203@hotmail.com,user,2024-06-19,2146,1427,86,433,"C063,C046,C051,C006,C068,C026,C174,C036,C098"
U00801,franciscojones671,franciscojones671@gmail.com,user,2024-03-27,2772,1722,78,233,"C095,C096,C170,C044"
U00802,andrew41964,andrew41964@gmail.com,user,2025-09-12,3553,535,30,73,"C049,C050,C137"
U00803,george62388,george62388@hotmail.com,user,2024-09-03,4911,3518,162,125,C196
U00804,paynerachael631,paynerachael631@gmail.com,user,2025-10-25,4386,2409,38,167,"C014,C162,C072,C033"
U00805,brooke97872,brooke97872@hotmail.com,user,2025-03-29,4005,1714,186,41,"C170,C158,C017,C043,C131,C100,C193,C166"
U00806,reynoldsdesiree770,reynoldsdesiree770@hotmail.com,user,2025-01-22,4250,3803,45,164,"C135,C178,C124,C184,C127,C122"
U00807,gmoore275,gmoore275@yahoo.com,user,2025-05-10,4783,299,53,112,"C116,C061,C102,C056"
U00808,terriortiz314,terriortiz314@hotmail.com,user,2024-10-19,4680,1287,95,130,"C022,C035,C193,C076,C114,C133,C091,C059,C150"
U00809,donna4343,donna4343@gmail.com,user,2025-04-27,2755,3490,115,239,"C105,C095,C128,C082,C070,C098,C007"
U00810,longandrea184,longandrea184@yahoo.com,user,2024-07-25,621,2941,21,150,"C132,C140,C165,C021,C071,C059,C026,C031,C019"
U00811,briansmith369,briansmith369@gmail.com,user,2024-06-04,2734,1610,172,168,"C078,C191,C197,C175,C071"
U00812,madison97196,madison97196@gmail.com,user,2024-04-17,4449,2139,2,394,"C073,C089,C104,C149,C194"
U00813,johnsongeorge672,johnsongeorge672@yahoo.com,user,2025-05-23,4199,1222,101,116,"C186,C192,C054,C122"
U00814,wellsdarrell240,wellsdarrell240@yahoo.com,user,2025-09-02,4527,3839,184,416,"C088,C022,C081,C049,C110,C198,C179,C107"
U00815,qburns215,qburns215@yahoo.com,user,2025-10-24,4574,246,95,71,"C033,C079,C189,C003,C128,C169,C091,C087,C058,C108"
U00816,maypaul436,maypaul436@yahoo.com,user,2024-11-09,4404,2454,83,300,C146
U00817,cwood805,cwood805@gmail.com,user,2024-04-18,1259,2705,145,322,"C156,C147,C101,C098,C053,C017,C137,C099,C049,C122"
U00818,scott43112,scott43112@yahoo.com,user,2024-12-16,2495,763,43,53,"C046,C009,C177,C155,C126,C007,C048,C051,C018"
U00819,hernandezheather934,hernandezheather934@gmail.com,mod,2024-08-08,1686,1909,74,337,"C018,C117,C015,C095,C133,C003,C044,C084,C106"
U00820,barnettlindsey401,barnettlindsey401@yahoo.com,user,2024-03-27,1057,4394,107,244,"C100,C053"
U00821,angelarandall134,angelarandall134@hotmail.com,user,2024-08-28,3540,3889,40,309,"C080,C151,C052,C129,C184,C176,C118,C071,C002,C037"
U00822,rsheppard457,rsheppard457@yahoo.com,user,2024-11-06,4954,2022,134,168,"C126,C118,C119,C148,C011,C189,C024,C074,C166,C117"
U00823,thomasmiller356,thomasmiller356@hotmail.com,user,2025-07-06,2436,3203,156,421,"C107,C064,C046"
U00824,shawrachel922,shawrachel922@hotmail.com,user,2024-12-01,3750,3151,168,93,"C025,C101,C179,C012,C062,C041,C071,C161,C138,C075"
U00825,davidtodd683,davidtodd683@gmail.com,user,2025-06-26,1779,4042,105,390,"C032,C095,C020,C194,C027,C130,C197,C200,C084"
U00826,teresastokes420,teresastokes420@gmail.com,user,2024-07-15,1698,4145,11,236,C019
U00827,hendersonvanessa655,hendersonvanessa655@yahoo.com,user,2025-08-05,3783,3122,87,381,"C050,C102,C010,C003,C065,C030,C182"
U00828,wendyburton940,wendyburton940@hotmail.com,user,2025-06-04,3803,3971,118,34,"C141,C169"
U00829,luis11249,luis11249@yahoo.com,user,2024-12-05,1148,3856,71,430,"C044,C005,C156"
U00830,rarnold103,rarnold103@hotmail.com,user,2024-04-06,4379,3201,43,39,C174
U00831,astark280,astark280@hotmail.com,user,2024-10-05,1457,1774,182,17,"C056,C114,C179,C013,C163,C134,C165,C170,C184"
